-29.74,0.00,29.74
-23.20,0.00,23.20
-20.41,-6.68,21.57
-20.41,-6.68,21.57
-29.50,-7.07,30.50
-39.42,-7.30,40.36
-39.81,0.00,39.81
-39.81,0.00,39.81
-29.50,-7.07,30.50
-29.50,-7.07,30.50
-35.26,-6.63,36.07
-35.26,-6.63,36.07
-35.26,-6.63,36.07
-39.42,-7.30,40.36
-39.42,-7.30,40.36
-45.00,0.00,45.00
-45.00,0.00,45.00
-45.00,0.00,45.00
-45.00,0.00,45.00
-45.00,0.00,45.00
-44.61,-6.72,45.39
-45.00,0.00,45.00
-50.19,0.00,50.19
-60.26,0.00,60.26
-60.26,0.00,60.26
-60.26,0.00,60.26
-60.26,0.00,60.26
-54.46,0.00,54.46
-50.19,0.00,50.19
-54.46,0.00,54.46
-60.26,0.00,60.26
-60.26,0.00,60.26
-60.26,0.00,60.26
-60.26,0.00,60.26
-60.26,0.00,60.26
-50.19,0.00,50.19
-50.19,0.00,50.19
-50.19,0.00,50.19
-50.19,0.00,50.19
-54.46,0.00,54.46
-50.19,0.00,50.19
-50.19,0.00,50.19
-39.81,0.00,39.81
-39.81,0.00,39.81
-35.54,0.00,35.54
-35.54,0.00,35.54
-35.54,0.00,35.54
-35.54,0.00,35.54
-39.81,0.00,39.81
-35.54,0.00,35.54
-29.74,0.00,29.74
-29.74,0.00,29.74
-29.74,0.00,29.74
-29.74,0.00,29.74
-29.74,0.00,29.74
-23.20,0.00,23.20
-23.20,0.00,23.20
-23.20,0.00,23.20
-23.20,0.00,23.20
-23.20,0.00,23.20
-23.20,0.00,23.20
-23.20,0.00,23.20
-23.20,0.00,23.20
-15.95,0.00,15.95
-14.04,0.00,14.04
-14.04,0.00,14.04
-12.53,0.00,12.53
-14.04,0.00,14.04
-14.04,0.00,14.04
-14.04,0.00,14.04
-14.04,0.00,14.04
-12.53,0.00,12.53
-12.53,0.00,12.53
-12.45,-6.19,13.95
-13.93,-6.91,15.62
-13.93,-6.91,15.62
-13.93,-6.91,15.62
-13.93,-6.91,15.62
-13.93,-6.91,15.62
-13.93,-6.91,15.62
-20.41,-6.68,21.57
-22.99,-7.48,24.31
-22.99,-7.48,24.31
-29.50,-7.07,30.50
-29.50,-7.07,30.50
-29.50,-7.07,30.50
-29.50,-7.07,30.50
-39.42,-7.30,40.36
-39.42,-7.30,40.36
-39.42,-7.30,40.36
-39.42,-7.30,40.36
-44.61,-6.72,45.39
-39.42,-7.30,40.36
-44.61,-6.72,45.39
-44.61,-6.72,45.39
-44.61,-6.72,45.39
-44.61,-6.72,45.39
-49.64,-7.30,50.58
-49.64,-7.30,50.58
-49.64,-7.30,50.58
-53.93,-6.63,54.74
-49.64,-7.30,50.58
-48.09,-14.36,51.67
-49.64,-7.30,50.58
-49.64,-7.30,50.58
-53.93,-6.63,54.74
-59.50,-7.07,60.50
-59.50,-7.07,60.50
-59.50,-7.07,60.50
-49.64,-7.30,50.58
-53.93,-6.63,54.74
-59.50,-7.07,60.50
-59.50,-7.07,60.50
-59.50,-7.07,60.50
-59.50,-7.07,60.50
-59.50,-7.07,60.50
-59.50,-7.07,60.50
-59.50,-7.07,60.50
-59.50,-7.07,60.50
-65.69,-7.48,67.01
-68.43,-6.68,69.59
-68.43,-6.68,69.59
-74.38,-6.91,76.07
-68.43,-6.68,69.59
-68.43,-6.68,69.59
-74.38,-6.91,76.07
-68.43,-6.68,69.59
-68.43,-6.68,69.59
-65.69,-7.48,67.01
-59.50,-7.07,60.50
-59.50,-7.07,60.50
-60.79,-12.60,64.12
-65.74,-13.17,70.01
-60.79,-12.60,64.12
-52.43,-13.09,55.52
-52.43,-13.09,55.52
-52.43,-13.09,55.52
-52.43,-13.09,55.52
-52.43,-13.09,55.52
-56.05,-11.97,58.77
-52.43,-13.09,55.52
-44.61,-6.72,45.39
-34.48,-13.09,37.57
-34.48,-13.09,37.57
-39.49,-12.24,42.10
